home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,result
Coritiba-PR,PR,Avai-SC,SC,1,2,2015,4,0
Joinville-SC,SC,Atletico-PR,PR,1,2,2015,4,0
Santos-SP,SP,Sport-PE,PE,2,2,2015,4,1
Goias-GO,GO,Gremio-RS,RS,1,1,2015,4,1
Atletico-MG,MG,Vasco da Gama-RJ,RJ,3,0,2015,4,3
Internacional-RS,RS,Sao Paulo-SP,SP,0,0,2015,4,1
Corinthians-SP,SP,Palmeiras-SP,SP,0,2,2015,4,0
Flamengo-RJ,RJ,Fluminense-RJ,RJ,2,3,2015,4,0
Figueirense-SC,SC,Cruzeiro-MG,MG,2,1,2015,4,3
Vasco da Gama-RJ,RJ,Ponte Preta-SP,SP,0,3,2015,5,0
Atletico-PR,PR,Figueirense-SC,SC,1,0,2015,5,3
Chapecoense-SC,SC,Joinville-SC,SC,2,0,2015,5,3
Sao Paulo-SP,SP,Santos-SP,SP,3,2,2015,5,3
Gremio-RS,RS,Corinthians-SP,SP,3,1,2015,5,3
Cruzeiro-MG,MG,Flamengo-RJ,RJ,1,0,2015,5,3
Avai-SC,SC,Atletico-MG,MG,1,4,2015,5,0
Fluminense-RJ,RJ,Coritiba-PR,PR,2,0,2015,5,3
Sport-PE,PE,Goias-GO,GO,1,0,2015,5,3
Palmeiras-SP,SP,Internacional-RS,RS,1,1,2015,5,1
Santos-SP,SP,Ponte Preta-SP,SP,2,2,2015,6,1
Flamengo-RJ,RJ,Chapecoense-SC,SC,1,0,2015,6,3
Atletico-MG,MG,Cruzeiro-MG,MG,1,3,2015,6,0
Sao Paulo-SP,SP,Gremio-RS,RS,2,0,2015,6,3
Atletico-PR,PR,Vasco da Gama-RJ,RJ,2,0,2015,6,3
Joinville-SC,SC,Corinthians-SP,SP,0,1,2015,6,0
Internacional-RS,RS,Coritiba-PR,PR,2,0,2015,6,3
Fluminense-RJ,RJ,Sport-PE,PE,0,0,2015,6,1
Figueirense-SC,SC,Palmeiras-SP,SP,2,1,2015,6,3
Goias-GO,GO,Avai-SC,SC,0,1,2015,6,0
Atletico-MG,MG,Santos-SP,SP,2,2,2015,7,1
Coritiba-PR,PR,Flamengo-RJ,RJ,0,1,2015,7,0
Chapecoense-SC,SC,Sao Paulo-SP,SP,0,1,2015,7,0
Corinthians-SP,SP,Internacional-RS,RS,2,1,2015,7,3
Vasco da Gama-RJ,RJ,Cruzeiro-MG,MG,1,3,2015,7,0
Sport-PE,PE,Joinville-SC,SC,2,1,2015,7,3
Ponte Preta-SP,SP,Goias-GO,GO,0,0,2015,7,1
Palmeiras-SP,SP,Fluminense-RJ,RJ,2,1,2015,7,3
Gremio-RS,RS,Atletico-PR,PR,2,1,2015,7,3
Avai-SC,SC,Figueirense-SC,SC,1,1,2015,7,1
Figueirense-SC,SC,Internacional-RS,RS,0,0,2015,8,1
Sport-PE,PE,Vasco da Gama-RJ,RJ,2,1,2015,8,3
Santos-SP,SP,Corinthians-SP,SP,1,0,2015,8,3
Flamengo-RJ,RJ,Atletico-MG,MG,0,2,2015,8,0
Gremio-RS,RS,Palmeiras-SP,SP,1,0,2015,8,3
Cruzeiro-MG,MG,Chapecoense-SC,SC,0,1,2015,8,0
Sao Paulo-SP,SP,Avai-SC,SC,1,1,2015,8,1
Atletico-PR,PR,Coritiba-PR,PR,2,2,2015,8,1
Joinville-SC,SC,Goias-GO,GO,2,1,2015,8,3
Fluminense-RJ,RJ,Ponte Preta-SP,SP,2,0,2015,8,3
Avai-SC,SC,Gremio-RS,RS,1,2,2015,9,0
Chapecoense-SC,SC,Sport-PE,PE,1,1,2015,9,1
Corinthians-SP,SP,Figueirense-SC,SC,2,1,2015,9,3
Atletico-MG,MG,Joinville-SC,SC,1,0,2015,9,3
Goias-GO,GO,Fluminense-RJ,RJ,1,2,2015,9,0
Ponte Preta-SP,SP,Atletico-PR,PR,2,1,2015,9,3
Coritiba-PR,PR,Cruzeiro-MG,MG,1,0,2015,9,3
Palmeiras-SP,SP,Sao Paulo-SP,SP,4,0,2015,9,3
Vasco da Gama-RJ,RJ,Flamengo-RJ,RJ,1,0,2015,9,3
Internacional-RS,RS,Santos-SP,SP,1,0,2015,9,3
Vasco da Gama-RJ,RJ,Avai-SC,SC,1,0,2015,10,3
Sport-PE,PE,Internacional-RS,RS,3,0,2015,10,3
Palmeiras-SP,SP,Chapecoense-SC,SC,2,0,2015,10,3
Atletico-MG,MG,Coritiba-PR,PR,2,0,2015,10,3
Joinville-SC,SC,Flamengo-RJ,RJ,0,1,2015,10,0
Atletico-PR,PR,Sao Paulo-SP,SP,2,1,2015,10,3
Gremio-RS,RS,Cruzeiro-MG,MG,1,0,2015,10,3
Corinthians-SP,SP,Ponte Preta-SP,SP,2,0,2015,10,3
Figueirense-SC,SC,Goias-GO,GO,3,1,2015,10,3
Fluminense-RJ,RJ,Santos-SP,SP,2,1,2015,10,3
Coritiba-PR,PR,Joinville-SC,SC,0,0,2015,11,1
Chapecoense-SC,SC,Vasco da Gama-RJ,RJ,1,0,2015,11,3
Cruzeiro-MG,MG,Atletico-PR,PR,2,0,2015,11,3
Avai-SC,SC,Sport-PE,PE,2,2,2015,11,1
Sao Paulo-SP,SP,Fluminense-RJ,RJ,0,0,2015,11,1
Santos-SP,SP,Gremio-RS,RS,1,3,2015,11,0
Goias-GO,GO,Corinthians-SP,SP,0,0,2015,11,1
Internacional-RS,RS,Atletico-MG,MG,1,3,2015,11,0
Flamengo-RJ,RJ,Figueirense-SC,SC,1,2,2015,11,0
Ponte Preta-SP,SP,Palmeiras-SP,SP,0,2,2015,11,0
Coritiba-PR,PR,Ponte Preta-SP,SP,0,0,2015,12,1
Goias-GO,GO,Santos-SP,SP,4,1,2015,12,3
Chapecoense-SC,SC,Gremio-RS,RS,1,0,2015,12,3
Palmeiras-SP,SP,Avai-SC,SC,3,0,2015,12,3
Figueirense-SC,SC,Joinville-SC,SC,0,2,2015,12,0
Vasco da Gama-RJ,RJ,Sao Paulo-SP,SP,0,4,2015,12,0
Internacional-RS,RS,Flamengo-RJ,RJ,1,2,2015,12,0
Atletico-MG,MG,Sport-PE,PE,2,1,2015,12,3
Corinthians-SP,SP,Atletico-PR,PR,2,0,2015,12,3
Fluminense-RJ,RJ,Cruzeiro-MG,MG,1,0,2015,12,3
Gremio-RS,RS,Vasco da Gama-RJ,RJ,2,0,2015,13,3
Santos-SP,SP,Figueirense-SC,SC,3,0,2015,13,3
Ponte Preta-SP,SP,Atletico-MG,MG,0,2,2015,13,0
Sao Paulo-SP,SP,Coritiba-PR,PR,3,1,2015,13,3
Flamengo-RJ,RJ,Corinthians-SP,SP,0,3,2015,13,0
Cruzeiro-MG,MG,Goias-GO,GO,1,0,2015,13,3
Atletico-PR,PR,Fluminense-RJ,RJ,1,2,2015,13,0
Joinville-SC,SC,Internacional-RS,RS,0,2,2015,13,0
Avai-SC,SC,Chapecoense-SC,SC,2,1,2015,13,3
Sport-PE,PE,Palmeiras-SP,SP,2,2,2015,13,1
Flamengo-RJ,RJ,Gremio-RS,RS,1,0,2015,14,3
Internacional-RS,RS,Goias-GO,GO,2,1,2015,14,3
Corinthians-SP,SP,Atletico-MG,MG,1,0,2015,14,3
Atletico-PR,PR,Chapecoense-SC,SC,1,0,2015,14,3
Palmeiras-SP,SP,Santos-SP,SP,1,0,2015,14,3
Fluminense-RJ,RJ,Vasco da Gama-RJ,RJ,1,2,2015,14,0
Figueirense-SC,SC,Coritiba-PR,PR,0,0,2015,14,1
Sport-PE,PE,Sao Paulo-SP,SP,2,0,2015,14,3
Cruzeiro-MG,MG,Avai-SC,SC,1,1,2015,14,1
Joinville-SC,SC,Ponte Preta-SP,SP,1,1,2015,14,1
Avai-SC,SC,Atletico-PR,PR,1,2,2015,15,0
Gremio-RS,RS,Sport-PE,PE,1,1,2015,15,1
Atletico-MG,MG,Figueirense-SC,SC,1,0,2015,15,3
Santos-SP,SP,Joinville-SC,SC,2,0,2015,15,3
Chapecoense-SC,SC,Fluminense-RJ,RJ,2,1,2015,15,3
Goias-GO,GO,Flamengo-RJ,RJ,0,1,2015,15,0
Ponte Preta-SP,SP,Internacional-RS,RS,0,0,2015,15,1
Coritiba-PR,PR,Corinthians-SP,SP,1,1,2015,15,1
Sao Paulo-SP,SP,Cruzeiro-MG,MG,1,0,2015,15,3
Vasco da Gama-RJ,RJ,Palmeiras-SP,SP,1,4,2015,15,0
Corinthians-SP,SP,Vasco da Gama-RJ,RJ,3,0,2015,16,3
Atletico-MG,MG,Sao Paulo-SP,SP,3,1,2015,16,3
Fluminense-RJ,RJ,Gremio-RS,RS,1,0,2015,16,3
Palmeiras-SP,SP,Atletico-PR,PR,0,1,2015,16,0
Coritiba-PR,PR,Goias-GO,GO,1,1,2015,16,1
Joinville-SC,SC,Avai-SC,SC,2,0,2015,16,3
Flamengo-RJ,RJ,Santos-SP,SP,2,2,2015,16,1
Figueirense-SC,SC,Ponte Preta-SP,SP,3,1,2015,16,3
Internacional-RS,RS,Chapecoense-SC,SC,0,0,2015,16,1
Sport-PE,PE,Cruzeiro-MG,MG,0,0,2015,16,1
Avai-SC,SC,Fluminense-RJ,RJ,1,0,2015,17,3
Santos-SP,SP,Coritiba-PR,PR,3,0,2015,17,3
Atletico-PR,PR,Sport-PE,PE,1,1,2015,17,1
Vasco da Gama-RJ,RJ,Joinville-SC,SC,0,0,2015,17,1
Goias-GO,GO,Atletico-MG,MG,0,0,2015,17,1
Cruzeiro-MG,MG,Palmeiras-SP,SP,2,1,2015,17,3
Ponte Preta-SP,SP,Flamengo-RJ,RJ,1,0,2015,17,3
Sao Paulo-SP,SP,Corinthians-SP,SP,1,1,2015,17,1
Chapecoense-SC,SC,Figueirense-SC,SC,2,2,2015,17,1
Gremio-RS,RS,Internacional-RS,RS,5,0,2015,17,3
Flamengo-RJ,RJ,Atletico-PR,PR,3,2,2015,18,3
Coritiba-PR,PR,Palmeiras-SP,SP,2,1,2015,18,3
Goias-GO,GO,Chapecoense-SC,SC,0,0,2015,18,1
Santos-SP,SP,Vasco da Gama-RJ,RJ,1,0,2015,18,3
Corinthians-SP,SP,Sport-PE,PE,4,3,2015,18,3
Internacional-RS,RS,Fluminense-RJ,RJ,1,0,2015,18,3
Figueirense-SC,SC,Sao Paulo-SP,SP,0,2,2015,18,0
Ponte Preta-SP,SP,Avai-SC,SC,2,0,2015,18,3
Joinville-SC,SC,Cruzeiro-MG,MG,3,0,2015,18,3
Atletico-MG,MG,Gremio-RS,RS,0,2,2015,18,0
Vasco da Gama-RJ,RJ,Coritiba-PR,PR,0,1,2015,19,0
Atletico-PR,PR,Santos-SP,SP,0,0,2015,19,1
Sao Paulo-SP,SP,Goias-GO,GO,0,3,2015,19,0
Palmeiras-SP,SP,Flamengo-RJ,RJ,4,2,2015,19,3
Fluminense-RJ,RJ,Figueirense-SC,SC,2,1,2015,19,3
Cruzeiro-MG,MG,Internacional-RS,RS,0,0,2015,19,1
Avai-SC,SC,Corinthians-SP,SP,1,2,2015,19,0
Sport-PE,PE,Ponte Preta-SP,SP,1,1,2015,19,1
Gremio-RS,RS,Joinville-SC,SC,2,1,2015,19,3
Chapecoense-SC,SC,Atletico-MG,MG,2,1,2015,19,3
Goias-GO,GO,Vasco da Gama-RJ,RJ,3,0,2015,20,3
Santos-SP,SP,Avai-SC,SC,5,2,2015,20,3
Figueirense-SC,SC,Sport-PE,PE,2,1,2015,20,3
Ponte Preta-SP,SP,Gremio-RS,RS,0,0,2015,20,1
Coritiba-PR,PR,Chapecoense-SC,SC,1,0,2015,20,3
Corinthians-SP,SP,Cruzeiro-MG,MG,3,0,2015,20,3
Joinville-SC,SC,Fluminense-RJ,RJ,2,1,2015,20,3
Internacional-RS,RS,Atletico-PR,PR,2,0,2015,20,3
Flamengo-RJ,RJ,Sao Paulo-SP,SP,2,1,2015,20,3
Atletico-MG,MG,Palmeiras-SP,SP,2,1,2015,20,3
Vasco da Gama-RJ,RJ,Figueirense-SC,SC,0,1,2015,21,0
Sao Paulo-SP,SP,Ponte Preta-SP,SP,3,0,2015,21,3
Avai-SC,SC,Internacional-RS,RS,3,0,2015,21,3
Gremio-RS,RS,Coritiba-PR,PR,0,0,2015,21,1
Palmeiras-SP,SP,Joinville-SC,SC,3,2,2015,21,3
Chapecoense-SC,SC,Corinthians-SP,SP,1,3,2015,21,0
Fluminense-RJ,RJ,Atletico-MG,MG,1,2,2015,21,0
Sport-PE,PE,Flamengo-RJ,RJ,0,1,2015,21,0
Cruzeiro-MG,MG,Santos-SP,SP,0,1,2015,21,0
Atletico-PR,PR,Goias-GO,GO,3,0,2015,21,3
Ponte Preta-SP,SP,Cruzeiro-MG,MG,1,2,2015,22,0
Internacional-RS,RS,Vasco da Gama-RJ,RJ,6,0,2015,22,3
Joinville-SC,SC,Sao Paulo-SP,SP,0,0,2015,22,1
Flamengo-RJ,RJ,Avai-SC,SC,3,0,2015,22,3
Atletico-MG,MG,Atletico-PR,PR,0,1,2015,22,0
Coritiba-PR,PR,Sport-PE,PE,0,0,2015,22,1
Goias-GO,GO,Palmeiras-SP,SP,1,0,2015,22,3
Corinthians-SP,SP,Fluminense-RJ,RJ,2,0,2015,22,3
Santos-SP,SP,Chapecoense-SC,SC,3,1,2015,22,3
Figueirense-SC,SC,Gremio-RS,RS,0,2,2015,22,0
Sao Paulo-SP,SP,Internacional-RS,RS,2,0,2015,23,3
Vasco da Gama-RJ,RJ,Atletico-MG,MG,1,2,2015,23,0
Atletico-PR,PR,Joinville-SC,SC,0,0,2015,23,1
Cruzeiro-MG,MG,Figueirense-SC,SC,5,1,2015,23,3
Chapecoense-SC,SC,Ponte Preta-SP,SP,0,0,2015,23,1
Avai-SC,SC,Coritiba-PR,PR,0,2,2015,23,0
Fluminense-RJ,RJ,Flamengo-RJ,RJ,1,3,2015,23,0
Gremio-RS,RS,Goias-GO,GO,2,1,2015,23,3
Palmeiras-SP,SP,Corinthians-SP,SP,3,3,2015,23,1
Sport-PE,PE,Santos-SP,SP,1,1,2015,23,1
Internacional-RS,RS,Palmeiras-SP,SP,1,0,2015,24,3
Atletico-MG,MG,Avai-SC,SC,2,0,2015,24,3
Ponte Preta-SP,SP,Vasco da Gama-RJ,RJ,0,1,2015,24,0
Figueirense-SC,SC,Atletico-PR,PR,1,1,2015,24,1
Corinthians-SP,SP,Gremio-RS,RS,1,1,2015,24,1
Santos-SP,SP,Sao Paulo-SP,SP,3,0,2015,24,3
Coritiba-PR,PR,Fluminense-RJ,RJ,1,1,2015,24,1
Goias-GO,GO,Sport-PE,PE,1,0,2015,24,3
Flamengo-RJ,RJ,Cruzeiro-MG,MG,2,0,2015,24,3
Joinville-SC,SC,Chapecoense-SC,SC,0,0,2015,24,1
Coritiba-PR,PR,Internacional-RS,RS,0,1,2015,25,0
Palmeiras-SP,SP,Figueirense-SC,SC,2,0,2015,25,3
Corinthians-SP,SP,Joinville-SC,SC,3,0,2015,25,3
Ponte Preta-SP,SP,Santos-SP,SP,3,1,2015,25,3
Vasco da Gama-RJ,RJ,Atletico-PR,PR,2,0,2015,25,3
Gremio-RS,RS,Sao Paulo-SP,SP,1,2,2015,25,0
Cruzeiro-MG,MG,Atletico-MG,MG,1,1,2015,25,1
Chapecoense-SC,SC,Flamengo-RJ,RJ,1,3,2015,25,0
Sport-PE,PE,Fluminense-RJ,RJ,1,0,2015,25,3
Avai-SC,SC,Goias-GO,GO,2,1,2015,25,3
Fluminense-RJ,RJ,Palmeiras-SP,SP,1,4,2015,26,0
Joinville-SC,SC,Sport-PE,PE,1,1,2015,26,1
Goias-GO,GO,Ponte Preta-SP,SP,1,2,2015,26,0
Figueirense-SC,SC,Avai-SC,SC,0,1,2015,26,0
Atletico-PR,PR,Gremio-RS,RS,1,2,2015,26,0
Santos-SP,SP,Atletico-MG,MG,4,0,2015,26,3
Internacional-RS,RS,Corinthians-SP,SP,2,1,2015,26,3
Cruzeiro-MG,MG,Vasco da Gama-RJ,RJ,2,2,2015,26,1
Sao Paulo-SP,SP,Chapecoense-SC,SC,0,0,2015,26,1
Flamengo-RJ,RJ,Coritiba-PR,PR,0,2,2015,26,0
Internacional-RS,RS,Figueirense-SC,SC,1,1,2015,27,1
Palmeiras-SP,SP,Gremio-RS,RS,3,2,2015,27,3
Ponte Preta-SP,SP,Fluminense-RJ,RJ,3,1,2015,27,3
Corinthians-SP,SP,Santos-SP,SP,2,0,2015,27,3
Goias-GO,GO,Joinville-SC,SC,3,0,2015,27,3
Vasco da Gama-RJ,RJ,Sport-PE,PE,2,1,2015,27,3
Atletico-MG,MG,Flamengo-RJ,RJ,4,1,2015,27,3
Avai-SC,SC,Sao Paulo-SP,SP,2,1,2015,27,3
Coritiba-PR,PR,Atletico-PR,PR,2,0,2015,27,3
Chapecoense-SC,SC,Cruzeiro-MG,MG,0,2,2015,27,0
Fluminense-RJ,RJ,Goias-GO,GO,2,0,2015,28,3
Gremio-RS,RS,Avai-SC,SC,3,1,2015,28,3
Atletico-PR,PR,Ponte Preta-SP,SP,1,2,2015,28,0
Santos-SP,SP,Internacional-RS,RS,3,1,2015,28,3
Sao Paulo-SP,SP,Palmeiras-SP,SP,1,1,2015,28,1
Flamengo-RJ,RJ,Vasco da Gama-RJ,RJ,1,2,2015,28,0
Figueirense-SC,SC,Corinthians-SP,SP,1,3,2015,28,0
Joinville-SC,SC,Atletico-MG,MG,2,2,2015,28,1
Sport-PE,PE,Chapecoense-SC,SC,3,0,2015,28,3
Cruzeiro-MG,MG,Coritiba-PR,PR,2,0,2015,28,3
Coritiba-PR,PR,Atletico-MG,MG,0,3,2015,29,0
Internacional-RS,RS,Sport-PE,PE,2,1,2015,29,3
Sao Paulo-SP,SP,Atletico-PR,PR,1,0,2015,29,3
Avai-SC,SC,Vasco da Gama-RJ,RJ,1,1,2015,29,1
Flamengo-RJ,RJ,Joinville-SC,SC,2,0,2015,29,3
Goias-GO,GO,Figueirense-SC,SC,2,3,2015,29,0
Santos-SP,SP,Fluminense-RJ,RJ,3,1,2015,29,3
Cruzeiro-MG,MG,Gremio-RS,RS,0,0,2015,29,1
Ponte Preta-SP,SP,Corinthians-SP,SP,2,2,2015,29,1
Chapecoense-SC,SC,Palmeiras-SP,SP,5,1,2015,29,3
Sport-PE,PE,Avai-SC,SC,3,0,2015,30,3
Atletico-MG,MG,Internacional-RS,RS,2,1,2015,30,3
Palmeiras-SP,SP,Ponte Preta-SP,SP,0,1,2015,30,0
Joinville-SC,SC,Coritiba-PR,PR,3,1,2015,30,3
Figueirense-SC,SC,Flamengo-RJ,RJ,3,0,2015,30,3
Atletico-PR,PR,Cruzeiro-MG,MG,2,2,2015,30,1
Fluminense-RJ,RJ,Sao Paulo-SP,SP,2,0,2015,30,3
Vasco da Gama-RJ,RJ,Chapecoense-SC,SC,1,1,2015,30,1
Corinthians-SP,SP,Goias-GO,GO,3,0,2015,30,3
Gremio-RS,RS,Santos-SP,SP,1,0,2015,30,3
Avai-SC,SC,Palmeiras-SP,SP,1,3,2015,31,0
Joinville-SC,SC,Figueirense-SC,SC,1,0,2015,31,3
Ponte Preta-SP,SP,Coritiba-PR,PR,3,0,2015,31,3
Cruzeiro-MG,MG,Fluminense-RJ,RJ,2,0,2015,31,3
Flamengo-RJ,RJ,Internacional-RS,RS,0,1,2015,31,0
Atletico-PR,PR,Corinthians-SP,SP,1,4,2015,31,0
Sao Paulo-SP,SP,Vasco da Gama-RJ,RJ,2,2,2015,31,1
Santos-SP,SP,Goias-GO,GO,3,1,2015,31,3
Gremio-RS,RS,Chapecoense-SC,SC,2,3,2015,31,0
Sport-PE,PE,Atletico-MG,MG,4,1,2015,31,3
Fluminense-RJ,RJ,Atletico-PR,PR,0,1,2015,32,0
Figueirense-SC,SC,Santos-SP,SP,0,0,2015,32,1
Internacional-RS,RS,Joinville-SC,SC,1,0,2015,32,3
Palmeiras-SP,SP,Sport-PE,PE,0,2,2015,32,0
Corinthians-SP,SP,Flamengo-RJ,RJ,1,0,2015,32,3
Vasco da Gama-RJ,RJ,Gremio-RS,RS,0,0,2015,32,1
Coritiba-PR,PR,Sao Paulo-SP,SP,1,2,2015,32,0
Chapecoense-SC,SC,Avai-SC,SC,0,0,2015,32,1
Goias-GO,GO,Cruzeiro-MG,MG,0,1,2015,32,0
Atletico-MG,MG,Ponte Preta-SP,SP,2,1,2015,32,3
Sao Paulo-SP,SP,Sport-PE,PE,3,0,2015,33,3
Ponte Preta-SP,SP,Joinville-SC,SC,1,0,2015,33,3
Avai-SC,SC,Cruzeiro-MG,MG,1,1,2015,33,1
Coritiba-PR,PR,Figueirense-SC,SC,1,1,2015,33,1
Gremio-RS,RS,Flamengo-RJ,RJ,2,0,2015,33,3
Atletico-MG,MG,Corinthians-SP,SP,0,3,2015,33,0
Santos-SP,SP,Palmeiras-SP,SP,2,1,2015,33,3
Chapecoense-SC,SC,Atletico-PR,PR,0,0,2015,33,1
Vasco da Gama-RJ,RJ,Fluminense-RJ,RJ,0,1,2015,33,0
Goias-GO,GO,Internacional-RS,RS,2,1,2015,33,3
Internacional-RS,RS,Ponte Preta-SP,SP,1,0,2015,34,3
Corinthians-SP,SP,Coritiba-PR,PR,2,1,2015,34,3
Atletico-PR,PR,Avai-SC,SC,2,1,2015,34,3
Fluminense-RJ,RJ,Chapecoense-SC,SC,2,3,2015,34,0
Palmeiras-SP,SP,Vasco da Gama-RJ,RJ,0,2,2015,34,0
Flamengo-RJ,RJ,Goias-GO,GO,4,1,2015,34,3
Cruzeiro-MG,MG,Sao Paulo-SP,SP,2,1,2015,34,3
Figueirense-SC,SC,Atletico-MG,MG,0,1,2015,34,0
Joinville-SC,SC,Santos-SP,SP,0,0,2015,34,1
Sport-PE,PE,Gremio-RS,RS,1,0,2015,34,3
Cruzeiro-MG,MG,Sport-PE,PE,3,0,2015,35,3
Goias-GO,GO,Coritiba-PR,PR,1,3,2015,35,0
Atletico-PR,PR,Palmeiras-SP,SP,3,3,2015,35,1
Ponte Preta-SP,SP,Figueirense-SC,SC,0,1,2015,35,0
Avai-SC,SC,Joinville-SC,SC,2,1,2015,35,3
Gremio-RS,RS,Fluminense-RJ,RJ,1,0,2015,35,3
Chapecoense-SC,SC,Internacional-RS,RS,1,0,2015,35,3
Vasco da Gama-RJ,RJ,Corinthians-SP,SP,1,1,2015,35,1
Sao Paulo-SP,SP,Atletico-MG,MG,4,2,2015,35,3
Santos-SP,SP,Flamengo-RJ,RJ,0,0,2015,35,1
Palmeiras-SP,SP,Cruzeiro-MG,MG,1,1,2015,36,1
Joinville-SC,SC,Vasco da Gama-RJ,RJ,1,2,2015,36,0
Corinthians-SP,SP,Sao Paulo-SP,SP,6,1,2015,36,3
Internacional-RS,RS,Gremio-RS,RS,1,0,2015,36,3
Atletico-MG,MG,Goias-GO,GO,2,2,2015,36,1
Figueirense-SC,SC,Chapecoense-SC,SC,0,0,2015,36,1
Flamengo-RJ,RJ,Ponte Preta-SP,SP,1,1,2015,36,1
Coritiba-PR,PR,Santos-SP,SP,1,0,2015,36,3
Sport-PE,PE,Atletico-PR,PR,0,0,2015,36,1
Fluminense-RJ,RJ,Avai-SC,SC,3,1,2015,36,3
Sao Paulo-SP,SP,Figueirense-SC,SC,3,2,2015,37,3
Fluminense-RJ,RJ,Internacional-RS,RS,1,1,2015,37,1
Avai-SC,SC,Ponte Preta-SP,SP,1,0,2015,37,3
Sport-PE,PE,Corinthians-SP,SP,2,0,2015,37,3
Gremio-RS,RS,Atletico-MG,MG,2,1,2015,37,3
Cruzeiro-MG,MG,Joinville-SC,SC,3,0,2015,37,3
Vasco da Gama-RJ,RJ,Santos-SP,SP,1,0,2015,37,3
Palmeiras-SP,SP,Coritiba-PR,PR,0,2,2015,37,0
Chapecoense-SC,SC,Goias-GO,GO,1,3,2015,37,0
Atletico-PR,PR,Flamengo-RJ,RJ,3,0,2015,37,3
Corinthians-SP,SP,Avai-SC,SC,1,1,2015,38,1
Santos-SP,SP,Atletico-PR,PR,5,1,2015,38,3
Ponte Preta-SP,SP,Sport-PE,PE,0,1,2015,38,0
Flamengo-RJ,RJ,Palmeiras-SP,SP,1,2,2015,38,0
Internacional-RS,RS,Cruzeiro-MG,MG,2,0,2015,38,3
Atletico-MG,MG,Chapecoense-SC,SC,3,0,2015,38,3
Figueirense-SC,SC,Fluminense-RJ,RJ,1,0,2015,38,3
Coritiba-PR,PR,Vasco da Gama-RJ,RJ,0,0,2015,38,1
Goias-GO,GO,Sao Paulo-SP,SP,0,1,2015,38,0
Joinville-SC,SC,Gremio-RS,RS,0,2,2015,38,0
Palmeiras-SP,SP,Atletico-PR,PR,4,0,2016,1,3
Flamengo-RJ,RJ,Sport-PE,PE,1,0,2016,1,3
Atletico-MG,MG,Santos-SP,SP,1,0,2016,1,3
Coritiba-PR,PR,Cruzeiro-MG,MG,1,0,2016,1,3
Botafogo-RJ,RJ,Sao Paulo-SP,SP,0,1,2016,1,0
Santa Cruz-PE,PE,Vitoria-BA,BA,4,1,2016,1,3
Corinthians-SP,SP,Gremio-RS,RS,0,0,2016,1,1
Figueirense-SC,SC,Ponte Preta-SP,SP,0,0,2016,1,1
America-MG,MG,Fluminense-RJ,RJ,0,1,2016,1,0
Internacional-RS,RS,Chapecoense-SC,SC,0,0,2016,1,1
Ponte Preta-SP,SP,Palmeiras-SP,SP,2,1,2016,2,3
Fluminense-RJ,RJ,Santa Cruz-PE,PE,2,2,2016,2,1
Cruzeiro-MG,MG,Figueirense-SC,SC,2,2,2016,2,1
Atletico-PR,PR,Atletico-MG,MG,1,1,2016,2,1
Santos-SP,SP,Coritiba-PR,PR,2,1,2016,2,3
Chapecoense-SC,SC,America-MG,MG,3,1,2016,2,3
Sao Paulo-SP,SP,Internacional-RS,RS,1,2,2016,2,0
Gremio-RS,RS,Flamengo-RJ,RJ,1,0,2016,2,3
Vitoria-BA,BA,Corinthians-SP,SP,3,2,2016,2,3
Sport-PE,PE,Botafogo-RJ,RJ,1,1,2016,2,1
Botafogo-RJ,RJ,Atletico-PR,PR,2,1,2016,3,3
Figueirense-SC,SC,Santos-SP,SP,2,2,2016,3,1
Flamengo-RJ,RJ,Chapecoense-SC,SC,2,2,2016,3,1
America-MG,MG,Vitoria-BA,BA,1,1,2016,3,1
Coritiba-PR,PR,Sao Paulo-SP,SP,1,1,2016,3,1
Santa Cruz-PE,PE,Cruzeiro-MG,MG,4,1,2016,3,3
Palmeiras-SP,SP,Fluminense-RJ,RJ,2,0,2016,3,3
Corinthians-SP,SP,Ponte Preta-SP,SP,3,0,2016,3,3
Internacional-RS,RS,Sport-PE,PE,1,0,2016,3,3
Atletico-MG,MG,Gremio-RS,RS,0,3,2016,3,0
Cruzeiro-MG,MG,America-MG,MG,1,1,2016,4,1
Atletico-PR,PR,Figueirense-SC,SC,2,1,2016,4,3
Chapecoense-SC,SC,Santa Cruz-PE,PE,1,1,2016,4,1
Ponte Preta-SP,SP,Flamengo-RJ,RJ,1,2,2016,4,0
Sport-PE,PE,Corinthians-SP,SP,0,2,2016,4,0
Sao Paulo-SP,SP,Palmeiras-SP,SP,1,0,2016,4,3
Fluminense-RJ,RJ,Botafogo-RJ,RJ,1,0,2016,4,3
Vitoria-BA,BA,Atletico-MG,MG,1,1,2016,4,1
Gremio-RS,RS,Coritiba-PR,PR,2,0,2016,4,3
Santos-SP,SP,Internacional-RS,RS,0,1,2016,4,0
Internacional-RS,RS,Atletico-PR,PR,1,0,2016,5,3
Coritiba-PR,PR,Chapecoense-SC,SC,3,4,2016,5,0
Santa Cruz-PE,PE,Sport-PE,PE,0,1,2016,5,0
Corinthians-SP,SP,Santos-SP,SP,1,0,2016,5,3
Botafogo-RJ,RJ,Cruzeiro-MG,MG,0,1,2016,5,0
